Gene_ID,PC9_CTRL_NOTX_1,PC9_CTRL_NOTX_2,PC9_CTRL_NOTX_3,PC9_CTRL_OT_1,PC9_CTRL_OT_2,PC9_CTRL_OT_3,PC9_YAP14_NOTX_1,PC9_YAP14_NOTX_2,PC9_YAP14_NOTX_3,PC9_YAP14_OT_1,PC9_YAP14_OT_2,PC9_YAP14_OT_3,s4006_CTRL_NOTX_1,s4006_CTRL_NOTX_2,s4006_CTRL_NOTX_3,s4006_CTRL_OT_1,s4006_CTRL_OT_2,s4006_CTRL_OT_3,s4006_YAP30_NOTX_1,s4006_YAP30_NOTX_2,s4006_YAP30_NOTX_3,s4006_YAP30_OT_1,s4006_YAP30_OT_2,s4006_YAP30_OT_3
MUC4,0.696198,0.534336,0.656075,3.81339,3.4287,3.40185,0.201448,0.261469,0.132014,3.24188,3.38215,3.47618,0.0324657,0.095318,0.0958833,2.18891,1.60633,1.53735,0.00580828,0.0389502,0.0271993,0.950635,0.781936,0.925018
CTDNEP1,79.5091,80.9551,76.2513,65.5171,69.2989,63.69,81.4669,82.2897,80.5661,70.7539,75.5231,71.9445,74.2173,82.9427,75.3719,65.8181,68.7806,70.0074,82.033,81.5682,81.7591,75.7853,77.6748,79.6606
KCNH8,0.047596,0.0120859,0.0352246,0.133412,0.0655642,0.100309,0.148926,0.130188,0.132077,0.239258,0.14134,0.167821,0.0124954,0.0122227,0.0122951,0.0251643,0.0572437,0.06296,0.0198517,0.00999138,0.0104642,0.0895838,0.0826503,0.0458992
C1QC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504645,0,0,0,0
TTTY1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OSM,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360614,0,0,0,0,0,0,0,0,0,0
EXTL3,11.1909,10.4266,10.5037,7.67052,6.78999,7.95398,11.1802,10.5729,10.6294,8.35822,9.0317,8.36795,8.15297,8.09145,9.39514,6.69055,6.49534,7.0277,8.5939,8.98865,8.23825,6.21652,5.72341,5.57625
ASMTL-AS1,0.345667,0.386012,0.17391,0.409165,0.381636,0.389967,0.199793,0.218163,0.2318,0.38062,0.426218,0.302532,0.512017,0.532925,0.421657,1.30299,1.91605,1.23636,0.85274,0.55634,0.791196,2.00549,1.93169,2.02116
FUT7,0.0261809,0,0,0.0244618,0.120215,0.0220715,0,0,0,0.025068,0,0.0217205,0,0,0,0.018456,0.0251902,0,0,0,0,0.0246395,0.0519577,0.050495
MRPL22,20.4238,19.6572,20.475,17.2513,18.0928,17.647,20.0833,22.1858,21.6193,17.5599,17.6212,16.4655,19.6016,21.0245,18.2632,10.9221,13.1021,13.2643,20.4988,21.2128,20.8217,11.8711,12.6305,12.2421
CCDC74B,1.97212,1.69239,1.8146,0.644599,1.52269,1.3823,2.08575,3.00344,2.34761,1.5293,1.74097,1.8496,1.56618,2.32392,1.5293,0.425468,0.660557,0.530282,2.55107,2.92556,1.75052,0.7583,0.449046,0.486134
TFF1,9.52802,8.64813,7.80639,9.47064,7.07447,6.49805,8.45755,7.46063,7.78916,4.46446,6.22069,7.06383,2.12885,2.91712,3.35362,0.428726,0.780211,1.07265,3.55125,2.72358,3.21099,0.763591,0.603479,0.58649
CYYR1,0,0,0,0,0,0,0,0.0200111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYH9,102.994,103.164,99.419,126.776,113.899,110.35,93.4043,93.426,92.8175,94.1589,96.2715,100.286,117.556,116.887,119.679,196.547,161.529,151.723,107.175,106.384,114.208,80.4885,78.1316,74.6876
MIR4700,0,0,0,0,0,0,0,0,0,0.349215,0,0,0,0,0,0.0482106,0,0,0,0,0,5.8621,0,0
CLCN2,3.32421,3.53861,3.50258,2.28077,2.32558,2.10235,3.19656,3.25137,3.20296,2.13721,2.40325,2.09989,2.10192,2.25271,2.12442,1.73441,1.91264,1.3322,2.2541,2.35125,2.46948,1.65857,1.82272,1.94481
KCND3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0229301
SYNC,1.12039,1.17158,1.62572,2.27495,2.66819,2.59753,0.686115,0.762161,0.469351,0.993365,1.32338,1.17376,0.54886,0.750405,0.502828,2.38852,2.5317,2.42306,0.398407,0.458342,0.396248,1.39084,1.2161,1.51884
LINC00417,0.0574897,0,0,0,0,0.0484889,0,0,0,0,0,0,0.0603711,0,0,0.0810538,0.0553142,0.121676,0.143869,0.0482731,0.0505835,0,0.114092,0.11088
MIR1197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRSF8,10.6524,10.2072,10.8743,10.1976,10.0792,9.8513,10.2979,9.72441,9.09124,10.7947,10.3309,10.6383,18.2929,18.4945,18.5029,13.6975,14.6539,15.0237,16.9305,16.5762,15.534,14.99,14.8369,14.8685
NOL7,150.556,139.195,148.086,119.707,129.79,126.292,130.375,136.481,136.057,112.14,108.642,108.233,94.7884,103.066,96.4252,50.7155,62.5943,64.9031,93.8671,93.6869,92.3527,68.8214,59.3107,61.8179
OCLN,2.20016,2.30642,2.71173,3.53709,3.78013,3.82213,1.68716,1.71437,1.82922,5.16949,5.16587,5.04567,4.46375,4.54134,4.52187,20.1818,20.2446,21.8964,4.47485,4.30775,3.91518,29.7093,28.4636,27.2731
LOC100506804,0.636115,0.699948,0.941669,0.693404,0.730215,0.357544,0.774037,0.896338,0.543136,0.812102,0.734605,0.659677,0.166999,0.0544586,0.164345,0.261581,0.459033,0.448775,0.0884384,0.133534,0.419613,0.299359,0.526005,0.664557
DEAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNRC6A,7.10401,6.9584,7.19034,6.25639,6.12345,6.1309,7.0206,7.30385,6.93646,6.72124,6.34268,6.99661,10.4663,9.54407,11.2795,16.36,11.4303,11.1873,13.2367,12.0129,12.7173,13.5826,13.3027,12.5349
KIFAP3,5.6333,5.60911,5.13395,6.00913,6.62078,6.50674,5.44106,5.40778,6.08944,7.41009,7.12223,6.27168,12.6936,11.9761,11.6148,10.6723,12.0497,12.3093,13.521,13.1805,13.2851,13.585,13.9073,13.6694
ALDOA,1400.5,1403.96,1364.82,1256.73,1219.09,1186.28,1239.18,1228.07,1199.86,1083.56,1090.75,1059.59,1065.57,1125.27,1026.86,571.754,586.779,568.567,1063,1049.4,1107.42,579.86,599.135,584.984
ZFYVE16,4.55771,4.62182,4.54247,3.70386,3.48465,3.57091,4.96938,4.80174,5.05649,5.19287,4.18168,4.37797,3.32256,2.57149,3.38272,3.66419,4.05684,3.97866,3.5172,3.56097,3.22709,4.36777,4.0299,4.34051
RFPL1,0.0448259,0,0,0.0418826,0,0,0,0,0,0,0,0,0,0,0,0.0157999,0.107824,0.0237183,0.0560889,0.0188198,0.0197124,0,0,0.0432279
LOC643486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RRS1,15.3799,14.6036,15.5581,6.44673,5.84078,5.45954,19.6192,17.0996,19.0561,6.1636,6.02852,6.6197,33.6779,35.1235,32.5036,7.79862,7.7884,7.95428,32.7009,35.8622,33.7655,7.14685,6.2728,7.3229
ZNF324B,0.528487,0.368384,0.674893,0.445376,0.447268,0.31449,0.562014,0.474123,0.37161,0.426648,0.553898,0.507227,1.47994,2.18216,1.62758,1.67284,1.81461,1.40365,1.59916,1.61843,1.83176,1.9407,1.73775,1.59889
LOC202181,0.327064,0.155027,0.279713,0.16298,0.16019,0.165434,0.318382,0.26025,0.204789,0.104387,0.0971238,0.144716,0.251868,0.279976,0.168981,0.51492,0.398604,0.461483,0.300111,0.155624,0.316398,0.451447,0.389448,0.525673
FETUB,0,0,0,0,0,0,0,0,0.104229,0,0,0,0,0,0,0.0573692,0.0391509,0,0,0,0,0,0,0
TAS2R19,0.083376,0.0846855,0.123437,0,0.229703,0,0.173921,0.0829297,0.0711893,0,0,0.172929,0.0875549,0.0428318,0.129257,0.0587753,0.080221,0.352927,0.20865,0,0.0733391,0.313928,0.165465,0.0804037
MIR6837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KCNK7,0.105914,0.0537848,0.104526,0.0989594,0.136636,0.178602,0.0552295,0.158025,0.0846903,0.152129,0.157263,0.08787,0.0556072,0.0544006,0.0547232,0,0,0.0560371,0.0441721,0.0444638,0.046574,0.149535,0.0525445,0.153211
MIR154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KLRK1,0,0,0.0412533,0,0,0,0,0,0,0,0,0,0.219518,0.0858946,0.12961,0,0,0,0.174357,0.0351009,1.04E-10,0,0.04148,0
MIR147B,1699.99,603.235,1.39053,3915.67,4098.49,6081.29,785.738,5031.26,3061.33,9690.15,5349.11,7817.68,1.16E-07,1441.33,2087.36,10263.2,16243.6,13306.1,475.752,0,615.519,23715.5,11936.2,27257.2
MIR4768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCNN1G,0.140416,0.0713109,0.0692804,0.0327991,0.0644753,0.04439,0.091533,0.244413,0.149865,0.100836,0.104244,0.232988,0.0184318,0.0721192,0.0362734,0.692899,0.591076,0.668675,0.10249,0.0589526,0.0771793,0.743323,0.714081,1.04943
LOC101928161,0,0,0,0,0,0,0,0,0,0,0,0,0.374524,0,0.184359,0.125708,0.85788,0.377419,0.297506,0.299471,0.31381,0.671632,0.353896,0.5159
ETNPPL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319491,0.0621276
LOC100133669,2.56794,2.96395,2.41959,2.72651,2.67983,3.14983,2.06962,2.55419,2.29226,1.67645,1.84865,2.22729,0,0,0,0.0822841,0,0,0,0,0,0,0,0.225127
LOC729296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TLR3,3.42529,3.35483,3.05814,5.14346,5.57968,5.67206,2.80699,2.79857,2.85499,6.16894,5.52981,5.81878,0.042821,0.104719,0.0842717,4.91549,4.66887,4.66042,0.102046,0.01712,0.0537917,8.25081,7.52603,7.13721
S100A11,1484.9,1507.44,1480.42,1471.1,1524.82,1451.27,1412.18,1423.64,1385.48,1152.4,1198.86,1176.79,1258,1368.6,1210.99,1329.43,1530.94,1487.75,1199.13,1233.08,1253.16,1331.83,1355.87,1387.81
MKRN9P,0.124912,0.163124,0.176098,0.266767,0.229425,0.300883,0.260564,0.0887455,0.182836,0.341723,0.123645,0.310894,0.131173,0.183314,0.184401,0.138374,0.309049,0.132187,0.13397,0.19479,0.141246,0.352686,0.478087,0.309752
ATP2B1,5.01149,5.0902,5.13598,2.53837,2.36573,2.27538,6.71248,6.5063,6.97399,2.99694,2.67179,2.80827,9.00194,7.70357,8.89392,3.99146,4.4158,4.2706,12.0573,11.4577,10.9405,5.85801,5.77545,5.85027
DDX12P,8.36858,7.65979,6.98728,2.75625,2.7234,2.48245,8.33492,8.24357,8.02716,2.18691,2.64707,2.38478,3.47751,2.89661,3.18527,0.869226,0.603205,0.589113,3.48717,3.21095,3.66262,0.631618,0.869894,0.767638
C6orf48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SON,37.3282,34.9927,37.4879,30.1743,31.5721,31.3342,36.1281,35.601,35.6816,30.488,28.5001,29.4424,39.4416,40.3652,43.2285,27.96,30.2564,32.2098,43.7361,42.2576,41.6677,35.1683,32.8509,33.1454
LOC440311,1.3334,1.17115,1.74814,2.26299,1.54396,1.65636,1.91477,1.81961,1.73251,2.80633,2.16154,2.39417,0.507331,0.635265,0.878668,1.04441,1.15279,1.28836,0.677046,0.470571,0.815804,1.61265,1.30394,1.41632
MIR5010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5494,0
METTL21A,2.70602,2.40283,2.70329,1.43842,1.48873,1.67381,2.51434,2.65612,2.09661,1.07892,1.06666,1.04259,2.06272,1.88464,2.08194,1.10366,0.948558,0.984639,1.70869,2.20801,1.75938,1.20849,1.20236,0.839219
C4BPB,2.33593,1.81182,2.45939,5.52369,6.593,6.4236,0.971991,0.696061,0.664716,1.6401,1.17565,1.5093,2.54253,3.27593,4.31569,0.603633,0.74896,0.57652,0.909226,0.71901,0.890434,0.146286,0,0.0749326
DEFB113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LENG9,2.0624,2.40386,2.20207,4.58052,3.2291,3.30643,2.08053,2.08499,2.30944,3.65811,4.18335,3.61841,8.23702,8.40511,7.302,18.5905,22.9665,20.3224,8.91223,9.02786,10.0802,28.4154,27.5772,26.9313
REG1P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC103312105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR4K2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POU2F1,1.47566,1.55535,1.43499,0.979133,0.962366,0.868967,1.53464,1.455,1.44255,1.25323,1.1728,1.06843,1.01962,0.755681,1.00247,1.59919,1.04713,1.16954,0.945544,0.987683,0.883943,1.54811,1.40486,1.66641
ISG20,2.39142,3.05581,2.66482,2.37855,1.91277,2.66684,4.50569,3.14591,3.75441,3.25,3.74164,3.328,8.82998,10.3035,9.56729,9.40792,16.0323,13.3066,11.7117,13.1494,13.7066,17.064,17.759,18.9701
ANGPTL7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRNKL1,11.6135,12.5904,12.8256,12.5305,13.2481,12.9099,12.0374,12.6635,12.3865,13.5469,13.0294,12.6677,16.4924,16.2099,17.3474,11.1455,14.0543,14.0091,14.8452,15.4801,14.645,13.152,12.6135,12.1134
DBH,0,0,0,0,0,0,0.0236056,0,0,0,0,0,0,0,0,0,0.0217762,0.0239508,0,0,0,0,0,0
VPS9D1,3.68236,3.39388,2.93841,6.11657,5.88661,5.61464,2.86864,3.41395,2.96945,5.98522,5.98501,6.69462,4.32045,3.7126,3.82857,11.8149,11.8319,11.6905,3.88706,3.66461,2.97857,12.3219,13.285,13.5029
BAZ1A,5.52004,5.2033,5.31604,3.45223,3.72821,3.90223,4.99558,4.62499,5.27046,3.83826,3.50379,3.94462,23.4545,19.3298,24.7192,23.7357,24.5954,25.0104,24.899,24.1851,22.9446,31.6074,30.2196,29.9267
RDH12,0.0345786,0,0,0,0,0.0291519,0.0360651,0.0687871,0,0.0331089,0.102684,0.0286876,0.108935,0.142087,0.0714648,0.12188,0.0332702,0.14637,0.0865338,0,0.0912337,0.162719,0.0343118,0.100038
USP49,1.3117,1.524,1.27325,1.64508,1.44574,1.47443,1.70979,1.68676,1.7809,1.78847,1.72867,1.83688,0.261086,0.234676,0.416855,0.816717,0.565467,0.732235,0.308556,0.26697,0.373613,0.830205,0.776943,0.744738
MIR4276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYO18A,12.6988,13.3945,12.5527,16.6977,15.4267,14.6578,9.76581,9.0382,8.89448,13.8382,12.6589,16.0261,4.12172,4.09796,4.16789,10.2387,8.57817,8.55719,4.13876,3.74934,4.45406,8.06899,7.53706,7.25306
LCE2C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC101928107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM219A,3.47778,3.75818,3.25671,2.61649,2.38131,2.6379,4.52867,3.55839,3.47436,2.3587,2.32212,2.65554,4.73225,5.24765,4.60129,4.45226,4.0122,3.85509,3.64983,3.82599,4.11808,2.61769,2.72606,2.38067
NAT16,0,0.0215135,0,0,0,0,0,0,0,0,0,0,0.0222424,0.0217576,0,0.194106,0.224173,0.112072,0.0176685,0.0355703,0.0186273,0.0996678,0.189156,0.245109
HEPHL1,0.0502973,0.0919572,0.0595577,0.122186,0.101619,0.110241,0.304265,0.230129,0.223317,0.491226,0.428169,0.417283,0.0211273,0.0929972,0.0519715,0.0638221,0.0483941,0.095808,0.025174,0.0253403,0.0353856,0.00946676,0,0.00970085
RGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTLL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DMGDH,0.309056,0.268461,0.307135,0.583526,0.457696,0.548225,0.18034,0.227515,0.312795,0.953456,0.711112,0.605136,0.027642,0.0270399,0.0745322,0.66399,0.490559,0.602318,0.0658753,0.110518,0.0342654,0.877308,0.827,0.689027
LOC283352,0,0.242485,0,0,0,0,0,0,0.203845,0.228585,0.236314,0,0,0,0,0,0,0,0,0,0.210097,0,0,0
CPA2,0,0,0,0,0.0472926,0,0,0,0,0,0,0,0,0,0,0.0363029,0,0.054497,0,0,0,0,0,0
DDIT3,11.1291,10.6226,11.4181,16.3423,13.4679,15.0239,9.36837,12.0849,13.825,20.1216,19.6659,17.905,24.1654,25.275,21.0425,49.4884,60.341,58.1093,18.5054,17.6127,18.5502,64.452,75.6332,67.9734
ZDHHC23,4.74361,4.34124,3.99394,2.58668,3.0479,2.60681,5.31902,5.1208,5.65377,3.45687,3.12499,3.1027,2.51619,3.29282,3.12832,3.97168,3.76968,3.06675,3.98401,3.91516,3.37435,4.40326,4.35358,4.88676
HSCB,4.39417,4.46319,3.62476,5.26993,4.99903,5.52974,3.21499,3.32691,3.91989,5.40054,5.19355,5.11465,18.01,18.3948,17.2838,11.2809,13.0938,18.5309,16.6315,18.2007,20.3344,18.0873,16.1395,18.0885
ARL17B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KRT79,0,0.0315699,0,0.0290409,0,0.0524071,0.0324179,0.185492,0.079616,0,0,0,0,0,0.0321185,0.0219109,0,0,0,0,0,0,0,0
SEC24A,4.23321,4.75956,4.59371,4.0556,4.56816,4.0777,4.45909,3.84447,4.02003,5.11109,4.01383,4.13123,6.18588,5.75681,6.35118,6.92794,5.58028,5.37879,6.52895,5.62938,6.1828,7.27226,7.19267,6.8902
DOCK3,1.81835,1.97736,1.93433,3.5116,3.48252,3.17396,1.98817,1.70777,1.74881,4.097,3.88753,4.16117,0.127773,0.118038,0.139692,0.824376,0.760954,0.658109,0.140969,0.147575,0.154556,0.699745,0.643921,0.743131
MIR4742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAPPA2,0,0,0,0,0,0,0,0,0.00734931,0,0.0170402,0,0.00903884,0,0,0,0,0,0,0,0,0.00810023,0.017082,0
RAB20,15.4881,17.7146,17.3431,30.1446,30.1584,28.8843,17.7739,15.5817,16.6155,37.0956,38.3932,38.18,12.3963,12.2638,13.6206,23.0877,27.7544,27.6612,12.5125,14.0112,13.0364,34.1246,30.7811,33.3383
LOC100130691,0.288965,0.399166,0.376386,0.280791,0.498895,0.457964,0.337554,0.436876,0.325682,0.586568,0.549186,0.517828,0.145655,0.106857,0.143321,0.464445,0.333637,0.440345,0.0867771,0.135878,0.121978,0.424228,0.40143,0.412423
GAGE6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00030707,0,0,0,0,0,0,0
SIRT6,8.31538,8.80944,6.86331,8.38703,9.02324,9.32344,7.67817,8.2849,6.9738,9.33049,8.72529,7.81598,22.5468,24.2167,21.0593,16.3876,19.8412,18.9985,22.5222,20.2825,20.8571,18.0194,20.8329,17.4103
GBAS,64.2519,62.1537,63.3409,55.7573,55.7575,57.7875,66.6441,67.16,67.3308,61.0053,59.8628,61.9121,93.3571,93.0085,92.0896,101.979,106.086,114.887,105.844,111.311,101.746,145.354,145.016,140.818
SLCO1B3,26.0994,25.6934,26.4865,19.882,21.2725,22.5581,23.8698,23.8084,25.7231,16.0552,14.3753,14.2017,0.0432637,0,0,0.0435642,0,0,0,0,0,0.174477,0,0.019865
CLEC2D,22.7268,21.387,22.6875,18.5196,17.9485,18.6245,23.4701,22.8145,24.6166,21.8059,21.8146,19.6968,19.7685,19.623,19.4278,9.25876,11.1073,12.8446,18.8631,18.7704,18.4287,11.8712,12.1398,11.9092
HEBP1,101.188,99.3764,103.167,90.0671,89.7975,92.4679,98.9753,101.105,99.8524,87.4909,87.0197,90.9882,25.2767,27.16,27.3211,25.0657,26.7695,28.8318,25.905,25.9792,27.2125,27.3822,27.6649,29.0013
SNORD115-34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BPIFB6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF625,0.967632,0.879575,0.438818,0.714755,0.65426,0.656075,1.17155,0.955267,0.824138,0.451829,0.704665,1.16228,0,0,0,0.0274157,0,0,0.032441,0,0,0,0,0
LOC645434,0,0,0,0,0,0,0,0,0,0,0,0.0323242,0,0,0,0,0,0,0,0,0,0,0,0
GINS3,13.3958,13.2215,14.1828,3.68258,3.02205,3.37433,18.903,17.2732,18.1645,3.74163,3.86631,4.22202,10.4323,11.0199,9.12119,1.88869,2.60788,1.90119,11.26,11.2295,11.5996,3.17358,2.60745,2.3999
NR1D2,23.0134,22.1972,23.6109,22.1222,22.3017,23.6665,23.5143,23.491,24.7573,25.9635,21.125,23.466,10.4735,9.20454,11.414,12.7521,12.9669,13.6566,10.0517,9.67556,9.10928,16.3877,17.2512,16.4835
CBL,3.16583,3.43383,3.24283,2.74738,2.48855,2.50968,3.13793,3.00813,2.98952,2.87067,2.6097,2.77868,1.76133,1.52903,1.98761,3.42149,2.25427,2.05783,2.12493,1.96732,2.00505,2.61425,2.51208,2.55004
POLR2J4,3.65886,3.54676,3.60084,4.10176,3.98208,3.72734,3.62518,3.45256,3.43107,3.80122,4.13957,3.96671,2.1651,2.33229,2.03261,2.99058,2.80389,3.0067,2.27497,1.94957,2.20782,3.20725,3.56879,3.22009
TXLNGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IDI2-AS1,0.08047,0.490418,0.317699,0.150375,0.295604,0.0678512,0.419659,0.559906,0.686552,0.0770496,0,0.0873186,0,0.165357,0,0.0567267,0.309708,0,0.201383,0.220295,0.0707823,0.227243,0.319405,0.0776013
DOCK6,1.75407,1.9522,1.57433,2.2404,2.24489,2.00171,2.01437,1.95812,1.80837,2.31379,2.95536,2.94143,1.19533,1.39445,1.27257,3.02552,2.40586,2.2018,1.3231,1.26917,1.57536,2.87997,2.71264,2.72625
PARP4,17.2364,16.9494,17.6565,17.6624,17.4155,17.0913,17.2787,16.1611,16.9031,19.4249,18.9039,19.6475,18.969,17.6469,18.8181,29.7767,24.6772,24.2209,19.9886,18.255,19.5308,31.4858,30.4585,29.9434
CIART,9.59877,10.2083,9.0639,12.8021,12.099,12.4719,9.93289,8.83601,9.80277,11.5335,11.4017,12.398,3.91336,4.60165,3.73427,3.44963,4.52723,3.3461,3.29702,2.71825,3.67476,3.82617,3.06285,3.66633
WDHD1,8.13409,8.11524,8.3116,2.33849,2.50203,2.1658,9.39728,9.53598,10.4583,1.73815,1.76673,1.88459,16.6775,15.3104,16.6875,1.76922,1.87238,1.76375,18.5101,18.6884,17.9801,1.47495,1.73749,1.49229
CTNNBL1,30.8339,34.9344,32.5553,28.733,27.5662,27.8673,37.0992,36.9229,36.5901,32.6821,33.7867,35.255,20.4429,21.1389,22.3612,13.8153,15.7135,15.9346,23.5956,23.9846,25.2505,17.1841,16.3352,18.0487
GZMM,0.158112,0.0801761,0.0779085,0,0.36329,0.0665577,0,0,0,0.151392,0.234874,0.196395,0,0.0811009,0,0.111056,0.380623,0.167321,0.0658466,0.0662815,0,0.222902,0.313303,0.228822
ANGPTL2,0.0343426,0,0.0169443,0,0,0,0,0.0170794,0.0293229,0,0,0,0.108192,0.052916,0.0354865,0,0,0,0.0143238,0.0144184,0.0453029,0,0,0
ZNF839,3.10152,2.54504,2.68405,3.17273,2.67942,2.66119,2.97432,2.54247,3.00921,3.28497,3.29551,3.18655,10.7343,10.4467,10.3253,11.6787,12.3394,12.7339,11.0853,10.4496,11.5987,13.654,13.7436,14.8265
ANKRD62,0,0,0,0,0.0234482,0,0,0,0.00363351,0,0,0.0211831,0,0,0,0,0,0,0,0,0,0,0,0
OR1S2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC285484,0,0.0459219,0,0,0,0,0,0,0,0,0,0,0.0474778,0,0,0,0,0.0478449,0,0,0,0,0,0.0436
ZBTB39,1.21676,1.52781,1.44645,1.67396,1.57492,1.62338,1.78868,1.62001,1.61154,1.84388,1.82085,2.00303,1.55945,1.34826,1.16816,2.30983,2.0741,1.81484,1.3027,1.33544,1.20484,1.97456,1.89186,1.97719
NLRC4,0,0,0,0,0,0,0.0198453,0,0,0,0.0188343,0,0,0,0,0.0268297,0,0.0201355,0,0.015977,0,0.0179068,0.0188805,0.018349
EHMT1,13.2439,11.8456,12.1669,13.0562,11.9338,11.8089,13.4135,13.059,13.0399,12.1165,12.4159,12.7732,11.0811,10.9366,11.4293,16.4854,14.9004,15.0995,13.5096,13.4306,14.1114,19.0613,18.4968,18.0279
LOC150776,6.785,6.35073,6.45646,4.54544,4.08976,4.4344,7.51845,7.01082,7.17097,4.39544,4.11276,4.46443,8.08242,7.69893,7.20271,5.07878,4.70407,4.52495,6.97894,6.84889,6.77576,4.33915,4.17088,4.13905
LOC101927637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CERS2,38.8394,37.5026,38.6828,31.4313,33.3411,32.4037,36.1908,38.3813,37.6683,32.0341,33.4119,32.3222,69.1752,68.3478,69.4648,59.3896,59.1678,59.2829,69.9926,66.6676,69.2883,47.8926,47.3601,48.3063
LMAN1,24.0017,24.0489,24.8671,22.9508,23.7506,23.318,26.7007,27.2642,26.7844,25.6001,23.6285,23.8289,14.9629,13.5459,16.3747,14.0764,12.4239,13.2548,15.0631,15.1626,13.486,13.7148,12.8996,13.6083
PCSK1N,0,0.138088,0,0.381078,0.686683,3.03767,0,0,0.116081,0.130174,0.0672869,0.0563955,117.64,110.903,107.907,149.557,187.841,179.191,125.43,134.592,135.545,203.978,216.993,214.293
ITGAX,0,0.0130536,0.0581058,0,0.040557,0.0248197,0.122833,0.0894812,0.0548682,0.155208,0.131356,0.220082,0.0539837,0.112213,0.119518,0.0729838,0.0991493,0.0778929,0.321842,0.210418,0.231724,0.0725757,0.102254,0.0743618
IL2RG,0.130627,0.0884524,0.0859409,0.162733,0.11996,0.0734199,0.0908283,0.303165,0.0371779,0.250149,0.387906,0.180621,0,0.178925,0.134989,0.368338,0.418947,0.276469,0.0363219,0.0365617,0,0,0,0.0839801
C1orf195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR3607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370.239,0,0,0,440.414,0
BRI3,132.318,129.615,119.223,170.256,163.643,152.984,103.74,96.0679,109.297,121.505,128.795,131.669,54.7256,50.9639,49.9863,59.4575,69.7495,62.7201,46.27,50.5335,48.9762,72.3597,70.4343,74.0603
